Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,clean_content,searched_unique_singleword,unsearched_unique_singleword,searched_pairword,searched_unique_singleword_synonym,searched_words,ranking_score,final_category
202203081,104335,80,1,202203081.0,104346,30.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203082,104341,80,1,202203081.0,104346,30.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203083,104347,10,0,202203081.0,104345,20.0,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",5,manufacture product falling within subheading ex bproduct,,manufacture product falling within subheading ex bproduct,,,,7,"manufacture product falling within subheading ex bproduct Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203083,104336,80,1,202203083.0,104347,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203084,104342,80,1,202203083.0,104347,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203085,104349,10,0,202203081.0,104345,20.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203085,104337,80,1,202203085.0,104349,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203086,104343,80,1,202203085.0,104349,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203087,104348,10,0,202203081.0,104340,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203087,104338,80,1,202203087.0,104348,10.0,Of bison,5,bison,,bison,,,,7,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202203088,104344,80,1,202203087.0,104348,10.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205000,27898,80,0,202200000.0,27889,80.0,Unseparated or separated hindquarters,2,unseparated separated hindquarter,,unseparated separated hindquarter,,,,10,"unseparated separated hindquarter Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205011,104356,10,0,202205000.0,27898,80.0,High quality beef and veal,3,high quality beef veal,beef,high quality veal,,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,9,"beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205011,104357,80,1,202205011.0,104356,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205015,104358,80,1,202205011.0,104356,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205091,104359,10,0,202205000.0,27898,80.0,Other,3,,,,,,,9,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205091,104360,80,1,202205091.0,104359,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202205099,104361,80,1,202205091.0,104359,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209000,27901,80,0,202200000.0,27889,80.0,Other,2,,,,,,,10,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209011,104333,10,0,202209000.0,27901,80.0,High quality beef and veal,3,high quality beef veal,beef,high quality veal,,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,9,"beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209011,104369,80,1,202209011.0,104333,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209015,104371,80,1,202209011.0,104333,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209091,104373,10,0,202209000.0,27901,80.0,Other,3,,,,,,,9,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209091,104370,80,1,202209091.0,104373,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202209099,104372,80,1,202209091.0,104373,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202300000,27904,80,0,202000000.0,27885,80.0,Boneless,1,boneles,,bonele,,,,11,"bonele Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301000,27905,80,0,202300000.0,27904,80.0,"Forequarters, whole or cut into a maximum of five pieces, each quarter being in a single block; 'compensated' quarters in two blocks, one of which contains the forequarter, whole or cut into a maximum of five pieces, and the other, the hindquarter, excluding the tenderloin, in one piece",2,forequarter whole cut maximum five piece quarter single block compensated quarters two block one contain forequarter whole cut maximum five piece hindquarter excluding tenderloin one piece,,forequarter whole cut maximum five piece quarter single block compensated quarters two block one contain forequarter whole cut maximum five piece hindquarter excluding tenderloin one piece,,,,10,"forequarter whole cut maximum five piece quarter single block compensated quarters two block one contain forequarter whole cut maximum five piece hindquarter excluding tenderloin one piece Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301011,104375,10,0,202301000.0,27905,80.0,High quality beef and veal,3,high quality beef veal,beef,high quality veal,,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,9,"beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301011,104376,80,1,202301011.0,104375,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301015,104379,80,1,202301011.0,104375,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301081,104382,10,0,202301000.0,27905,80.0,Other,3,,,,,,,9,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301081,104383,20,0,202301081.0,104382,10.0,Intended for processing,4,intended processing,,intended processing,,,,8,"intended processing Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301081,104384,30,0,202301081.0,104383,20.0,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",5,manufacture product falling within subheading containing meat animal bovine species collagenprotein ratio containing weight least lean meat excluding offal fat meat jelly accounting least total net weight product must subjected heat treatment sufficient ensure coagulation meat protein whole product therefore show trace pinkish liquid cut surface product cut along line passing thickest part aproduct,meat animal bovine weight jelly net heat protein liquid part,manufacture product falling within subheading containing species collagenprotein ratio containing least lean excluding offal fat accounting least total product must subjected treatment sufficient ensure coagulation whole product therefore show trace pinkish cut surface product cut along line passing thickest aproduct,,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,7,"meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301081,104387,80,1,202301081.0,104384,30.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301082,104390,80,1,202301081.0,104384,30.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301083,104385,10,0,202301081.0,104383,20.0,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",5,manufacture product falling within subheading ex bproduct,,manufacture product falling within subheading ex bproduct,,,,7,"manufacture product falling within subheading ex bproduct Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301083,104388,80,1,202301083.0,104385,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301084,104391,80,1,202301083.0,104385,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301085,104408,10,0,202301081.0,104383,20.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301085,104409,80,1,202301085.0,104408,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301086,104410,80,1,202301085.0,104408,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301087,104386,10,0,202301081.0,104382,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301087,104389,80,1,202301087.0,104386,10.0,Of bison,5,bison,,bison,,,,7,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202301088,104392,80,1,202301087.0,104386,10.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305000,27910,80,0,202300000.0,27904,80.0,"Crop, chuck-and-blade and brisket cuts",2,crop chuckandblade brisket cut,,crop chuckandblade brisket cut,,,,10,"crop chuckandblade brisket cut Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305011,104393,10,0,202305000.0,27910,80.0,High quality beef and veal,3,high quality beef veal,beef,high quality veal,,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler,9,"beef beef_cattle boeuf gripe kick bitch squawk grouse crab bellyache holler Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305011,104394,80,1,202305011.0,104393,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305015,104395,80,1,202305011.0,104393,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305081,104396,10,0,202305000.0,27910,80.0,Other,3,,,,,,,9,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305081,104397,20,0,202305081.0,104396,10.0,Intended for processing,4,intended processing,,intended processing,,,,8,"intended processing Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305081,104398,30,0,202305081.0,104397,20.0,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",5,manufacture product falling within subheading containing meat animal bovine species collagenprotein ratio containing weight least lean meat excluding offal fat meat jelly accounting least total net weight product must subjected heat treatment sufficient ensure coagulation meat protein whole product therefore show trace pinkish liquid cut surface product cut along line passing thickest part aproduct,meat animal bovine weight jelly net heat protein liquid part,manufacture product falling within subheading containing species collagenprotein ratio containing least lean excluding offal fat accounting least total product must subjected treatment sufficient ensure coagulation whole product therefore show trace pinkish cut surface product cut along line passing thickest aproduct,,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,7,"meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305081,104399,80,1,202305081.0,104398,30.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305082,104402,80,1,202305081.0,104398,30.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305083,104405,10,0,202305081.0,104397,20.0,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",5,manufacture product falling within subheading ex bproduct,,manufacture product falling within subheading ex bproduct,,,,7,"manufacture product falling within subheading ex bproduct Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305083,104400,80,1,202305083.0,104405,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305084,104403,80,1,202305083.0,104405,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305085,104411,10,0,202305081.0,104397,20.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305085,104412,80,1,202305085.0,104411,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305086,104413,80,1,202305085.0,104411,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305087,104406,10,0,202305081.0,104396,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305087,104401,80,1,202305087.0,104406,10.0,Of bison,5,bison,,bison,,,,7,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202305088,104404,80,1,202305087.0,104406,10.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309000,27915,80,0,202300000.0,27904,80.0,Other,2,,,,,,,10,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309011,104419,10,0,202309000.0,27915,80.0,High quality,3,high quality,,high quality,,,,9,"high quality Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309011,104414,80,1,202309011.0,104419,10.0,Of bison,4,bison,,bison,,,,8,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309015,104421,80,1,202309011.0,104419,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309041,104422,10,0,202309000.0,27915,80.0,Other,3,,,,,,,9,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309041,104429,20,0,202309041.0,104422,10.0,Buffalo meat,4,buffalo meat,meat,buffalo,,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty,8,"meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309041,104428,30,0,202309041.0,104429,20.0,Intended for processing,5,intended processing,,intended processing,,,,7,"intended processing Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309041,104430,40,0,202309041.0,104428,30.0,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",6,manufacture product falling within subheading containing meat animal bovine species collagenprotein ratio containing weight least lean meat excluding offal fat meat jelly accounting least total net weight product must subjected heat treatment sufficient ensure coagulation meat protein whole product therefore show trace pinkish liquid cut surface product cut along line passing thickest part aproduct,meat animal bovine weight jelly net heat protein liquid part,manufacture product falling within subheading containing species collagenprotein ratio containing least lean excluding offal fat accounting least total product must subjected treatment sufficient ensure coagulation whole product therefore show trace pinkish cut surface product cut along line passing thickest aproduct,,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,6,"meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309041,104415,80,1,202309041.0,104430,40.0,Of bison,7,bison,,bison,,,,5,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309042,104423,80,1,202309041.0,104430,40.0,Other,7,,,,,,,5,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309043,104431,10,0,202309041.0,104428,30.0,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",6,manufacture product falling within subheading ex bproduct,,manufacture product falling within subheading ex bproduct,,,,6,"manufacture product falling within subheading ex bproduct Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309043,104416,80,1,202309043.0,104431,10.0,Of bison,7,bison,,bison,,,,5,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309044,104424,80,1,202309043.0,104431,10.0,Other,7,,,,,,,5,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309045,104425,10,0,202309041.0,104428,30.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309045,104417,80,1,202309045.0,104425,10.0,Of bison,7,bison,,bison,,,,5,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309046,104426,80,1,202309045.0,104425,10.0,Other,7,,,,,,,5,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309047,104432,10,0,202309041.0,104429,20.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309047,104418,80,1,202309047.0,104432,10.0,Of bison,6,bison,,bison,,,,6,"bison Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309048,104427,80,1,202309047.0,104432,10.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309070,63714,10,0,202309041.0,104422,10.0,Other,4,,,,,,,8,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309070,63715,20,0,202309070.0,63714,10.0,Intended for processing,5,intended processing,,intended processing,,,,7,"intended processing Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309070,63722,80,1,202309070.0,63715,20.0,"For the manufacture of products falling within subheadings 1602 10, 1602 50 31 or 1602 50 95, not containing meat other than that of animals of the bovine species, with a collagen/protein ratio of no more than 0,45 and containing by weight at least 20% of lean meat (excluding offal and fat) with meat and jelly accounting for at least 85% of the total net weight; the products must be subjected to a heat treatment sufficient to ensure the coagulation of meat proteins in the whole of the product and which therefore shows no traces of a pinkish liquid on the cut surface when the product is cut along a line passing through its thickest part (A-products)",6,manufacture product falling within subheading containing meat animal bovine species collagenprotein ratio containing weight least lean meat excluding offal fat meat jelly accounting least total net weight product must subjected heat treatment sufficient ensure coagulation meat protein whole product therefore show trace pinkish liquid cut surface product cut along line passing thickest part aproduct,meat animal bovine weight jelly net heat protein liquid part,manufacture product falling within subheading containing species collagenprotein ratio containing least lean excluding offal fat accounting least total product must subjected treatment sufficient ensure coagulation whole product therefore show trace pinkish cut surface product cut along line passing thickest aproduct,,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly,6,"meat kernel substance core center centre essence gist heart heart_and_soul inwardness marrow nub pith sum nitty-gritty animal animate_being beast brute creature fauna carnal fleshly sensual bovine bovid weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle gelatin jelly jellify internet net cyberspace net_income net_profit lucre profit profits earnings network mesh meshing meshwork sack sack_up clear web nett final last heat heat_energy hotness high_temperature warmth passion estrus oestrus rut heating_system heating_plant heating heat_up inflame stir_up wake ignite fire_up hot_up protein liquid liquidness liquidity liquid_state swimming limpid melted liquified fluent fluid smooth part portion component_part component constituent piece region function office role character theatrical_role persona share percentage section division parting voice contribution separate split split_up break break_up depart start start_out set_forth set_off set_out take_off divide disunite partially partly Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309075,63726,80,1,202309070.0,63715,20.0,"For the manufacture of products other than those falling within subheadings ex 0210 20, 0210 99 51, 0210 99 90, 1602 50 10 and 1602 90 61 (B-products)",6,manufacture product falling within subheading ex bproduct,,manufacture product falling within subheading ex bproduct,,,,6,"manufacture product falling within subheading ex bproduct Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309080,63716,80,1,202309070.0,63715,20.0,Other,6,,,,,,,6,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
202309090,63717,80,1,202309070.0,63714,10.0,Other,5,,,,,,,7,"other Veal, Frozen, Beef - Fresh, Chilled or Frozen"
