Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,clean_content,searched_unique_singleword,unsearched_unique_singleword,searched_pairword,searched_unique_singleword_synonym,searched_words,ranking_score,final_category
302210000,28417,80,0,302210000.0,28416,10.0,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",2,halibut reinhardtiu hippoglossoide hippoglossu hippoglossu hippoglossu stenolepi,halibut,reinhardtiu hippoglossoide hippoglossu hippoglossu hippoglossu stenolepus,,halibut holibut,halibut holibut,10,"halibut holibut Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302211000,28418,80,1,302210000.0,28417,80.0,Lesser or Greenland halibut (Reinhardtius hippoglossoides),3,lesser greenland halibut reinhardtiu hippoglossoide,halibut,lesser greenland reinhardtiu hippoglossoide,,halibut holibut,halibut holibut,9,"halibut holibut Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302213000,28421,80,1,302210000.0,28417,80.0,Atlantic halibut (Hippoglossus hippoglossus),3,atlantic halibut hippoglossu hippoglossu,halibut,atlantic hippoglossu hippoglossu,,halibut holibut,halibut holibut,9,"halibut holibut Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302219000,28422,80,1,302210000.0,28417,80.0,Pacific halibut (Hippoglossus stenolepis),3,pacific halibut hippoglossu stenolepi,halibut,pacific hippoglossu stenolepus,,halibut holibut,halibut holibut,9,"halibut holibut Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302220000,28423,80,1,302210000.0,28416,10.0,Plaice (Pleuronectes platessa),2,plaice pleuronecte platessa,,plaice pleuronecte platessa,,,,10,"plaice pleuronecte platessa Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302230000,28426,80,1,302210000.0,28416,10.0,Sole (Solea spp.),2,sole solea spp,,sole solea spp,,,,10,"sole solea spp Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302240000,93953,80,1,302210000.0,28416,10.0,Turbots (Psetta maxima),2,turbot psettum maxima,,turbot psettum maxima,,,,10,"turbot psettum maxima Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302290000,28427,80,0,302210000.0,28416,10.0,Other,2,,,,,,,10,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302291000,28430,80,1,302290000.0,28427,80.0,Megrim (Lepidorhombus spp.),3,megrim lepidorhombu spp,,megrim lepidorhombu spp,,,,9,"megrim lepidorhombu spp Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302298000,93954,80,1,302290000.0,28427,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302310000,28432,10,0,302000000.0,28402,80.0,"Tunas (of the genus Thunnus), skipjack or stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), excluding edible fish offal of subheadings 0302 91 to 0302 99",1,tuna genu thunnu skipjack stripebellied bonito euthynnu katsuwonu pelami excluding edible fish offal subheading,tuna fish,genu thunnu skipjack stripebellied bonito euthynnu katsuwonu pelami excluding edible offal subheading,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii fish Pisces Fish Pisces_the_Fishes angle,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii fish Pisces Fish Pisces_the_Fishes angle,11,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii fish Pisces Fish Pisces_the_Fishes angle Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302310000,28433,80,0,302310000.0,28432,10.0,Albacore or longfinned tuna (Thunnus alalunga),2,albacore longfinned tuna thunnu alalunga,tuna,albacore longfinned thunnu alalunga,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,10,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302311000,28434,80,1,302310000.0,28433,80.0,For the industrial manufacture of products of heading 1604,3,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,9,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302319000,28435,80,1,302310000.0,28433,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302320000,28436,80,0,302310000.0,28432,10.0,Yellowfin tuna (Thunnus albacares),2,yellowfin tuna thunnu albacare,tuna,yellowfin thunnu albacare,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,10,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302321000,28437,80,1,302320000.0,28436,80.0,For the industrial manufacture of products of heading 1604,3,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,9,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302329000,28438,80,1,302320000.0,28436,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302330000,28439,80,0,302310000.0,28432,10.0,Skipjack or stripe-bellied bonito,2,skipjack stripebellied bonito,,skipjack stripebellied bonito,,,,10,"skipjack stripebellied bonito Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302331000,28440,80,1,302330000.0,28439,80.0,For the industrial manufacture of products of heading 1604,3,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,9,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302339000,28441,80,1,302330000.0,28439,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302340000,72829,80,0,302310000.0,28432,10.0,Bigeye tuna (Thunnus obesus),2,bigeye tuna thunnu obesu,tuna,bigeye thunnu obesu,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,10,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302341000,72830,80,1,302340000.0,72829,80.0,For the industrial manufacture of products of heading 1604,3,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,9,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302349000,72831,80,1,302340000.0,72829,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302350000,72832,80,0,302310000.0,28432,10.0,"Atlantic and Pacific bluefin tuna (Thunnus thynnus, Thunnus orientalis)",2,atlantic pacific bluefin tuna thunnu thynnu thunnu orientali,tuna,atlantic pacific bluefin thunnu thynnu thunnu orientali,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,10,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302351100,93977,10,0,302350000.0,72832,80.0,Atlantic bluefin tuna (Thunnus thynnus),3,atlantic bluefin tuna thunnu thynnu,tuna,atlantic bluefin thunnu thynnu,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,9,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302351100,93978,80,1,302351100.0,93977,10.0,For the industrial manufacture of products of heading 1604,4,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,8,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302351900,93979,80,1,302351100.0,93977,10.0,Other,4,,,,,,,8,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302359100,93980,10,0,302350000.0,72832,80.0,Pacific bluefin tuna (Thunnus orientalis),3,pacific bluefin tuna thunnu orientali,tuna,pacific bluefin thunnu orientali,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,9,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302359100,93981,80,1,302359100.0,93980,10.0,For the industrial manufacture of products of heading 1604,4,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,8,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302359900,93982,80,1,302359100.0,93980,10.0,Other,4,,,,,,,8,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302360000,72835,80,0,302310000.0,28432,10.0,Southern bluefin tuna (Thunnus maccoyii),2,southern bluefin tuna thunnu maccoyius,tuna,southern bluefin thunnu maccoyiu,,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii,10,"tuna Opuntia_tuna tuna_fish tunny Anguilla_sucklandii Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302361000,74370,80,1,302360000.0,72835,80.0,For the industrial manufacture of products of heading 1604,3,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,9,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302369000,72837,80,1,302360000.0,72835,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302390000,28442,80,0,302310000.0,28432,10.0,Other,2,,,,,,,10,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302392000,93983,80,1,302390000.0,28442,80.0,For the industrial manufacture of products of heading 1604,3,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,9,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302398000,93984,80,1,302390000.0,28442,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302410000,93985,10,0,302000000.0,28402,80.0,"Herrings (Clupea harengus, Clupea pallasii), anchovies (Engraulis spp.), sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus), mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus), Indian mackerels (Rastrelliger spp.), seerfishes (Scomberomorus spp.), jack and horse mackerel (Trachurus spp.), jacks, crevalles (Caranx spp.), cobia (Rachycentron canadum), silver pomfrets (Pampus spp.), Pacific saury (Cololabis saira), scads (Decapterus spp.), capelin (Mallotus villosus), swordfish (Xiphias gladius), Kawakawa (Euthynnus affinis), bonitos (Sarda spp.), marlins, sailfishes, spearfish (Istiophoridae), excluding edible fish offal of subheadings 0302 91 to 0302 99",1,herring clupea harengu clupea pallasius anchovy engrauli spp sardine sardina pilchardu sardinop spp sardinella sardinella spp brisling sprat sprattu sprattu mackerel scomber scombru scomber australasicu scomber japonicu indian mackerel rastrelliger spp seerfish scomberomoru spp jack horse mackerel trachuru spp jack crevalle caranx spp cobium rachycentron canadum silver pomfret pampu spp pacific saury cololabi saira scad decapteru spp capelin mallotu villosu swordfish xiphia gladiu kawakawa euthynnu affini bonito sarda spp marlin sailfish spearfish istiophorida excluding edible fish offal subheading,mackerel jack horse silver fish,herring clupea harengu clupea pallasiu anchovy engrauli spp sardine sardina pilchardu sardinop spp sardinella sardinella spp brisling sprat sprattu sprattu scomber scombru scomber australasicu scomber japonicu indian rastrelliger spp seerfish scomberomoru spp trachuru spp crevalle caranx spp cobium rachycentron canadum pomfret pampu spp pacific saury cololabi saira scad decapteru spp capelin mallotu villosu swordfish xiphium gladiu kawakawa euthynnu affini bonito sarda spp marlin sailfish spearfish istiophorida excluding edible offal subheading,,mackerel jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight silver Ag atomic_number_47 ash_grey ash_gray silver_grey silver_gray flatware silver_medal silvern silvery argent silverish eloquent facile fluent silver-tongued smooth-spoken fish Pisces Fish Pisces_the_Fishes angle,mackerel jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight silver Ag atomic_number_47 ash_grey ash_gray silver_grey silver_gray flatware silver_medal silvern silvery argent silverish eloquent facile fluent silver-tongued smooth-spoken fish Pisces Fish Pisces_the_Fishes angle,11,"mackerel jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight silver Ag atomic_number_47 ash_grey ash_gray silver_grey silver_gray flatware silver_medal silvern silvery argent silverish eloquent facile fluent silver-tongued smooth-spoken fish Pisces Fish Pisces_the_Fishes angle Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302410000,93986,80,0,302410000.0,93985,10.0,"Herrings (Clupea harengus, Clupea pallasii)",2,herring clupea harengu clupea pallasius,,herring clupea harengu clupea pallasiu,,,,10,"herring clupea harengu clupea pallasiu Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302410010,93999,80,1,302410000.0,93986,80.0,"Of a weight exceeding 100 g per piece, for processing",3,weight exceeding g per piece processing,weight,exceeding g per piece processing,,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle,9,"weight free_weight exercising_weight weightiness system_of_weights weight_unit weighting burden burthen weight_down slant angle Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302410090,94000,80,1,302410000.0,93986,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302420000,93987,80,1,302410000.0,93985,10.0,Anchovies (Engraulis spp.),2,anchovy engrauli spp,,anchovy engrauli spp,,,,10,"anchovy engrauli spp Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302430000,93988,80,0,302410000.0,93985,10.0,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",2,sardine sardina pilchardu sardinop spp sardinella sardinella spp brisling sprat sprattu sprattu,,sardine sardina pilchardu sardinop spp sardinella sardinella spp brisling sprat sprattu sprattu,,,,10,"sardine sardina pilchardu sardinop spp sardinella sardinella spp brisling sprat sprattu sprattu Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302431000,93989,80,1,302430000.0,93988,80.0,Sardines of the species Sardina pilchardus,3,sardine species sardina pilchardu,,sardine species sardina pilchardu,,,,9,"sardine species sardina pilchardu Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302433000,93990,80,1,302430000.0,93988,80.0,Sardines of the genus Sardinops; sardinella (Sardinella spp.),3,sardine genu sardinop sardinella sardinella spp,,sardine genu sardinop sardinella sardinella spp,,,,9,"sardine genu sardinop sardinella sardinella spp Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302439000,93991,80,1,302430000.0,93988,80.0,Brisling or sprats (Sprattus sprattus),3,brisling sprat sprattu sprattu,,brisling sprat sprattu sprattu,,,,9,"brisling sprat sprattu sprattu Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302440000,93992,80,0,302410000.0,93985,10.0,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",2,mackerel scomber scombru scomber australasicu scomber japonicu,mackerel,scomber scombru scomber australasicu scomber japonicu,,mackerel,mackerel,10,"mackerel Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302440010,94036,80,1,302440000.0,93992,80.0,Mackerel (Scomber scombrus),3,mackerel scomber scombru,mackerel,scomber scombru,,mackerel,mackerel,9,"mackerel Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302440090,94037,80,1,302440000.0,93992,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302450000,93993,80,0,302410000.0,93985,10.0,Jack and horse mackerel (Trachurus spp.),2,jack horse mackerel trachuru spp,jack horse mackerel,trachuru spp,,jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel,jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel,10,"jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302451000,93994,80,1,302450000.0,93993,80.0,Atlantic horse mackerel (Trachurus trachurus),3,atlantic horse mackerel trachuru trachuru,horse mackerel,atlantic trachuru trachuru,,horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel,horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel,9,"horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302453000,93995,80,1,302450000.0,93993,80.0,Chilean jack mackerel (Trachurus murphyi),3,chilean jack mackerel trachuru murphyi,jack mackerel,chilean trachuru murphyi,,jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight mackerel,jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight mackerel,9,"jack doodly-squat diddly-squat diddlysquat diddly-shit diddlyshit diddly diddley squat shit mariner seaman tar Jack-tar Jack old_salt seafarer gob sea_dog laborer manual_laborer labourer jackfruit jak jackstones knave jackass jack_up jacklight mackerel Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302459000,93996,80,0,302450000.0,93993,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302459010,95674,80,1,302459000.0,93996,80.0,Horse mackerel (scad) (Caranx trachurus),4,horse mackerel scad caranx trachuru,horse mackerel,scad caranx trachuru,,horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel,horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel,8,"horse Equus_caballus gymnastic_horse cavalry horse_cavalry sawhorse sawbuck buck knight mackerel Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302459090,95678,80,1,302459000.0,93996,80.0,Other,4,,,,,,,8,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302460000,93997,80,1,302410000.0,93985,10.0,Cobia (Rachycentron canadum),2,cobium rachycentron canadum,,cobium rachycentron canadum,,,,10,"cobium rachycentron canadum Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302470000,93998,80,1,302410000.0,93985,10.0,Swordfish (Xiphias gladius),2,swordfish xiphia gladiu,,swordfish xiphium gladiu,,,,10,"swordfish xiphium gladiu Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302490000,100568,80,0,302410000.0,93985,10.0,Other,2,,,,,,,10,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302491100,100571,10,0,302490000.0,100568,80.0,Kawakawa (Euthynnus affinis),3,kawakawa euthynnu affini,,kawakawa euthynnu affini,,,,9,"kawakawa euthynnu affini Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302491100,100569,80,1,302491100.0,100571,10.0,For the industrial manufacture of products of heading 1604,4,industrial manufacture product heading,industrial,manufacture product heading,,industrial,industrial,8,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302491900,100570,80,1,302491100.0,100571,10.0,Other,4,,,,,,,8,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302499000,100572,80,1,302490000.0,100568,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302510000,94522,10,0,302000000.0,28402,80.0,"Fish of the families Bregmacerotidae, Euclichthyidae, Gadidae, Macrouridae, Melanonidae, Merlucciidae, Moridae and Muraenolepididae, excluding edible fish offal of subheadings 0302 91 to 0302 99",1,fish family bregmacerotida euclichthyida gadida macrourida melanonida merlucciida morida muraenolepidida excluding edible fish offal subheading,fish,family bregmacerotida euclichthyida gadida macrourida melanonida merlucciida morida muraenolepidida excluding edible offal subheading,,fish Pisces Fish Pisces_the_Fishes angle,fish Pisces Fish Pisces_the_Fishes angle,11,"fish Pisces Fish Pisces_the_Fishes angle Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302510000,94523,80,0,302510000.0,94522,10.0,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",2,cod gadu morhua gadu ogac gadu macrocephalu,cod,gadu morhua gadu ogac gadu macrocephalu,,pod cod seedcase codfish gull dupe slang befool fool put_on take_in put_one_over put_one_across tease razz rag tantalize tantalise bait taunt twit rally ride collect C.O.D. COD cash_on_delivery,pod cod seedcase codfish gull dupe slang befool fool put_on take_in put_one_over put_one_across tease razz rag tantalize tantalise bait taunt twit rally ride collect C.O.D. COD cash_on_delivery,10,"pod cod seedcase codfish gull dupe slang befool fool put_on take_in put_one_over put_one_across tease razz rag tantalize tantalise bait taunt twit rally ride collect C.O.D. COD cash_on_delivery Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302511000,94524,80,0,302510000.0,94523,80.0,Of the species Gadus morhua,3,species gadu morhua,,species gadu morhua,,,,9,"species gadu morhua Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302511020,94526,80,1,302511000.0,94524,80.0,For processing,4,processing,,processing,,,,8,"processing Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302511080,94527,80,1,302511000.0,94524,80.0,Other,4,,,,,,,8,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302519000,94525,80,0,302510000.0,94523,80.0,Other,3,,,,,,,9,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302519010,94528,80,1,302519000.0,94525,80.0,For industrial manufacture,4,industrial manufacture,industrial,manufacture,,industrial,industrial,8,"industrial Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302519090,94529,80,1,302519000.0,94525,80.0,Other,4,,,,,,,8,"other Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
302520000,94540,80,0,302510000.0,94522,10.0,Haddock (Melanogrammus aeglefinus),2,haddock melanogrammu aeglefinu,haddock,melanogrammu aeglefinu,,haddock Melanogrammus_aeglefinus,haddock Melanogrammus_aeglefinus,10,"haddock Melanogrammus_aeglefinus Fish - Fresh Or Chilled, Fish - Livers, Fish - Roes, Salmon - Fresh/Chilled, Coalfish (Saithe)"
